id	english_technical_name	arabic_technical_name	arabic_layperson_synonym	arabic_definition
HP:3000074	Abnormal lingual artery morphology	شذوذ في مورفولوجيا الشريان اللساني	شذوذ في الشريان اللساني	شذوذ هيكلي في الشريان اللساني.
HP:0032952	Usual-type tubular atrophy	ضمور الأنابيب الكلوية بنمطها المعتاد	ضمور شائع للأنابيب الكلوية	نوع من ضمور الأنابيب الكلوية حيث تظهر الأنابيب أغشية قاعدية سميكة مبطنة بخلايا مكعبة صغيرة أو مسطحة. يصاحب ذلك بشكل عام التليف.
HP:0032953	Renal tubular cytomegalovirus inclusions	إدراجات فيروس سيتوميجالو في الأنابيب الكلوية	تغيرات فيروسية في الأنابيب الكلوية	إدراجات قاعدية زجاجية المظهر داخل النواة مع هالة محيطة (نوع عين البومة) وزيادة ملحوظة في حجم الخلية (تضخم خلوي)، خصوصًا في خلايا الأنابيب الكلوية والخلايا البطانية. غالبًا ما يكون مصحوبًا بتغييرات خلوية مثل تسرب خلوي بين النسيج مع الخلايا اللمفاوية، والبلازما، والخلايا البلعمية.
HP:0032954	Renal tubular adenovirus inclusions	إدراجات فيروس الأدينو في الأنابيب الكلوية	تغيرات فيروسية في الأنابيب الكلوية	تغيرات خلوية فيروسية تتكون من إدراجات قاعدية غامضة داخل النواة مع زيادة في حجم أنوية الخلايا المصابة. الإضافات تظهر إيجابية لفيروس الأدينو. تتأثر الأنابيب البعيدة أكثر من الأنابيب القريبة. قد تُصاب خلايا الكبيبات الحشوية والبطانية بالمراحل المتقدمة. يوجد إصابة حادة في الأنابيب، غالبًا مع نخر أنبوبي ملحوظ وتدمير، والتهاب كلوى حاد بين النسيجي.
HP:0032955	Renal tubular polyoma virus inclusions	إدراجات فيروس البوليوما في الأنابيب الكلوية	تغيرات فيروسية في الأنابيب الكلوية	إدراجات نوى الأنابيب الكلوية لها مظهر زجاجي مع تنظيف مركزي غير منتظم، أو مظهر حببي خشن. الأنابيب البعيدة تتأثر أكثر من الأنابيب القريبة. قد يقتصر المشاركة على النخاع في المراحل المبكرة، وقد تتأثر الخلايا الظهارية البطانية في مراحل لاحقة من العدوى. تصبغ أنوية الخلايا الظهارية المصابة بالأجسام المضادة للمستضد T الكبير لفيروس SV40، والذي يُعتبر مؤشرًا على عدوى فيروس البوليوما البشري.
HP:0032956	Renal tubular herpes simplex virus inclusions	إدراجات فيروس الهربس البسيط في الأنابيب الكلوية	تغيرات فيروسية في الأنابيب الكلوية	إدراجات نوى في الأنابيب الكلوية تصبغ إيجابياً لفيروس الهربس البسيط (HSV). يرتبط HSV عادة بالخلايا العملاقة متعددة النوى مع إدراجات نوى وقد يسبب التهاب كلى نزفي بين النسيجي.
HP:0032957	Dysmorphic hematuria	بيلة دموية شكلية	بيلة دموية مع تغير في شكل الخلايا	وجود كرات الدم الحمراء في البول بشكل مشوه. يمكن ملاحظة هذه الميزة باستخدام المجهر ذو التباين المرحلي أو المجهر ذو التداخل التفاضلي أو المجهر الضوئي. الخلايا المعروفة بالخلايا ذات الحواف البارزة، التي تشكل شكلاً خاصًا من كرات الدم الحمراء المشوهة، تعتبر مؤشرًا خاصًا للبيلة الدموية الكلوية.
HP:0032958	Urinary oval fat bodies	خلايا دسمة بيضاوية في البول	وجود خلايا دهنية في البول	وجود خلايا ظهارية أنبوبية متقشرة أو خلايا بلعمية مملوءة بقطيرات الدهون في البول.
HP:0032959	Intratubular calcium oxalate casts	قوالب أوكسالات الكالسيوم داخل الأنابيب	بلورات داخل الكلى	قوالب تحتوي على الكالسيوم والأوكسالات تتواجد داخل أنابيب الكلى.
HP:0032960	Intratubular calcium phosphate casts	قوالب فوسفات الكالسيوم داخل الأنابيب	بلورات داخل الكلى	قوالب أرجوانية دقيق ذات مظهر حبيبي ومحتوية على الكالسيوم والفوسفات تتواجد داخل أنابيب الكلى.
HP:0032961	Magnesium ammonium phosphate crystalluria	بلورات مغنزيوم أمونيوم فوسفات في البول	بلورات ستروفايت في البول	بلورات مغنزيوم أمونيوم فوسفات في البول.
HP:0008138	Equinus calcaneus	القدم القفداء العقبية	انحناء غير طبيعي في الكعب	شذوذ في الانثناء الأخمصي للعقب نسبة إلى المحور الطولي لعظم الساق، مما ينتج عنه زاوية أكبر من 90 درجة بين المحور الطولي لعظم الساق والمحور الطولي لعظم الكعب (العقب).
HP:0008141	Dislocation of toes	خلع في أصابع القدم	خلع في أصابع القدم	خلع في أصابع القدم مما يؤدي إلى خروج الأصابع عن موضعها الطبيعي.
HP:0008178	Abnormal cartilage matrix	شذوذ نسيجي في الغضروف	شذوذ في الغضروف	تغير غير طبيعي في المصفوفة الغضروفية التي قد تؤثر على وظيفتها والمظهر المجهري.
HP:0008261	Pancreatic islet cell adenoma	ورم غدي خلية الجزيرة البنكرياسية	ورم في خلايا البنكرياس	وجود ورم غدي في البنكرياس ينشأ من خلية بيتا في البنكرياس.
HP:0008263	Thyroid defect in oxidation and organification of iodide	خلل في أكسدة ويودنة اليوديد في الغدة الدرقية	خلل في وظيفة الغدة الدرقية	وجود خلل في عملية الأكسدة والاندماج في الغدة الدرقية لليوديد، مما يؤثر على إنتاج الهرمونات الدرقية.
HP:0007384	Aberrant melanosome maturation	شذوذ نضج الميلانوسومات	شذوذ في خلايا تلوين الجلد	وجود اضطراب في عملية نضج التجمعات الميلانينية الموجودة في البشرة، مما قد يؤثر على تصبغ الجلد.
HP:0007387	Hypoplastic sweat glands	نقص التنسج في الغدد العرقية	عدم تطور الغدد العرقية	نقص في تطور الغدد العرقية، مما يؤدي إلى نقص في إنتاج العرق.
HP:0007390	Hyperkeratosis with erythema	فرط التقرن مع احمرار	جلد خشن وأحمر	فرط سماكة الطبقة القرنية من الجلد مصحوبة باحمرار في الجلد قد يكون بسبب التهاب موضعي.
HP:0007392	Excessive wrinkled skin	جلد مفرط التجاعيد	جلد كثير التجاعيد	تشكل كمية زائدة من التجاعيد في الجلد أكثر من المعتاد.
HP:0007395	Postnatal-onset ichthyosiform erythroderma	احمرار صدفي الشكل بعد الولادة	جلد حراشفي بعد الولادة	نوع من احمرار الجلد الصدفي الشكل يظهر بعد الولادة، حيث تتكون رطوبة واحمرار مفرطان في الجلد.
HP:0007396	Early cutaneous photosensitivity	حساسية جلدية للشمس مبكرة	حساسية جلدية للشمس في سن مبكر	حساسية جلدية للضوء تحدث في وقت مبكر من الحياة.
